inv_no,customer_key,inv_dt,subtotal,tax,total,curr,ship_type
INV-P4JE4DK,C98399,02/05/2025,1626.04,0.0,1626.04,USD,GROUND
INV-GW1B51G,C33266,04/24/2024,6502.43,520.19,7022.62,USD,2DAY
INV-RHN6F86,C94736,10/15/2024,30478.37,1523.92,32002.29,USD,FREIGHT
INV-TCDP68C,C08929,06/18/2025,18338.47,916.92,19255.39,USD,EXPRESS
INV-7AVX8BU,C10456,11/04/2025,10413.49,1041.35,11454.84,USD,EXPRESS
INV-8ZVFWCU,C21531,06/11/2024,4005.2,400.52,4405.72,USD,GROUND
INV-52SBGDT,C14637,07/02/2024,1476.26,0.0,1476.26,USD,GROUND
INV-XC3H4EL,C60889,05/27/2024,4357.85,217.89,4575.74,USD,GROUND
INV-6W0AWW7,C15978,02/22/2025,3787.47,0.0,3787.47,USD,GROUND
INV-PHTOPU2,C87356,10/13/2025,2663.47,133.17,2796.64,USD,GROUND
INV-MQ00JVF,C77577,07/18/2025,16886.3,1350.9,18237.2,USD,EXPRESS
INV-VA12S4U,C15978,03/24/2025,7521.71,752.17,8273.88,USD,EXPRESS
INV-QY0JPRH,C94929,10/20/2024,1984.51,99.23,2083.74,USD,GROUND
INV-IKB23NN,C20405,01/08/2024,4723.88,236.19,4960.07,USD,GROUND
INV-8O6HEVR,C57382,10/24/2025,1903.94,95.2,1999.14,USD,GROUND
INV-4T7F0II,C29210,08/13/2025,2642.55,0.0,2642.55,USD,GROUND
INV-5RPQC2R,C43677,06/20/2025,1393.74,0.0,1393.74,USD,GROUND
INV-30G960M,C73720,12/25/2024,3377.56,337.76,3715.32,USD,GROUND
INV-KWZQSJC,C97125,08/16/2024,1646.09,131.69,1777.78,USD,GROUND
INV-8AZYXU1,C03366,02/25/2024,6505.85,0.0,6505.85,USD,EXPRESS
INV-9HNO2JC,C77726,09/16/2025,2753.79,0.0,2753.79,USD,GROUND
INV-ZXPQQQN,C82971,08/29/2025,2236.31,178.9,2415.21,USD,GROUND
INV-PPJN5GJ,C10456,04/22/2025,8222.43,822.24,9044.67,USD,2DAY
INV-5HX7GKQ,C15978,08/17/2024,14417.32,1441.73,15859.05,USD,EXPRESS
INV-98SA56M,C16655,02/21/2025,2544.21,254.42,2798.63,USD,2DAY
INV-QZMBYXV,C09581,08/26/2024,49080.06,0.0,49080.06,USD,FREIGHT
INV-ZNA6N7I,C17172,07/15/2024,8850.22,708.02,9558.24,USD,2DAY
INV-ZOFZJXV,C56067,02/06/2024,3817.3,0.0,3817.3,USD,GROUND
INV-6HHNJR9,C64279,09/15/2024,2763.21,0.0,2763.21,USD,GROUND
INV-FESIX4G,C94736,09/28/2024,9359.2,0.0,9359.2,USD,EXPRESS
INV-NJ16513,C98672,08/03/2025,3171.19,253.7,3424.89,USD,GROUND
INV-T326MS7,C35443,11/14/2025,18070.32,0.0,18070.32,USD,EXPRESS
INV-UJ5SYNY,C14175,01/19/2024,15028.09,1202.25,16230.34,USD,EXPRESS
INV-35E07K3,C34523,01/16/2025,2212.31,110.62,2322.93,USD,2DAY
INV-ZM45HVV,C02145,09/15/2024,4814.01,481.4,5295.41,USD,2DAY
INV-ZOAR61A,C70464,04/19/2024,4235.2,211.76,4446.96,USD,GROUND
INV-408RYSP,C03366,04/16/2025,4866.75,389.34,5256.09,USD,GROUND
INV-6HUJN0Z,C08929,07/20/2024,10968.6,877.49,11846.09,USD,EXPRESS
INV-LGHBPZY,C80551,03/08/2025,15811.04,1264.88,17075.92,USD,EXPRESS
INV-HR5942W,C15499,01/02/2025,1861.01,148.88,2009.89,USD,GROUND
INV-9EEMUE7,C63250,05/09/2024,10252.55,1025.25,11277.8,USD,EXPRESS
INV-096R3GT,C17172,10/04/2025,4150.89,207.54,4358.43,USD,GROUND
INV-JTINUUX,C78191,10/06/2025,1768.83,0.0,1768.83,USD,GROUND
INV-2SEKJXE,C82971,07/30/2025,15506.25,775.31,16281.56,USD,EXPRESS
INV-BCOPKIH,C80551,12/30/2024,22255.43,0.0,22255.43,USD,FREIGHT
INV-RSZK3FM,C84879,02/12/2024,7506.15,750.62,8256.77,USD,2DAY
INV-Z21A6M2,C29210,10/19/2025,3463.37,346.34,3809.71,USD,GROUND
INV-51UP0GI,C72495,02/15/2024,1352.67,0.0,1352.67,USD,GROUND
INV-CD06152,C56067,10/19/2024,1442.15,0.0,1442.15,USD,GROUND
INV-JDIEUU9,C78191,02/21/2025,1279.86,0.0,1279.86,USD,GROUND
INV-3HZJFJ5,C15499,10/11/2025,17195.89,1375.67,18571.56,USD,EXPRESS
INV-O0OSFZ2,C08929,11/16/2024,27610.97,2761.1,30372.07,USD,FREIGHT
INV-2S80W1O,C14637,06/06/2025,2998.72,0.0,2998.72,USD,2DAY
INV-VI4BMJ1,C93089,12/22/2024,31334.08,0.0,31334.08,USD,FREIGHT
INV-UF7I7HP,C87356,11/09/2024,1780.37,0.0,1780.37,USD,GROUND
INV-X7Y55KB,C60889,02/24/2025,9263.39,463.17,9726.56,USD,2DAY
INV-TVXPW1U,C21531,10/09/2024,13455.59,672.78,14128.37,USD,FREIGHT
INV-LL0DR26,C10456,02/26/2025,4311.75,431.18,4742.93,USD,GROUND
INV-4ZTIZVY,C97785,06/21/2024,1355.62,0.0,1355.62,USD,GROUND
INV-AMEW41P,C91097,04/08/2024,3419.23,170.96,3590.19,USD,GROUND
INV-DO91M6M,C16180,08/31/2025,37557.27,1877.86,39435.13,USD,FREIGHT
INV-ILTZ3N6,C15978,09/17/2025,3718.68,297.49,4016.17,USD,GROUND
INV-F6SJX1U,C49018,05/15/2024,26528.16,0.0,26528.16,USD,FREIGHT
INV-7WQV3GX,C97785,02/10/2025,6002.59,600.26,6602.85,USD,EXPRESS
INV-40X9Z1I,C73720,10/31/2025,12810.79,640.54,13451.33,USD,EXPRESS
INV-443EHMD,C93089,08/19/2024,9268.16,741.45,10009.61,USD,EXPRESS
INV-SZQ53YP,C94736,03/26/2025,15035.42,751.77,15787.19,USD,EXPRESS
INV-S2OEZR2,C94929,01/03/2025,4195.5,335.64,4531.14,USD,GROUND
INV-7H8YQTS,C86029,09/27/2024,5357.1,428.57,5785.67,USD,EXPRESS
INV-JQIC9KU,C97125,11/12/2025,4605.83,460.58,5066.41,USD,GROUND
INV-JGU29MU,C02145,06/14/2024,14681.67,1468.17,16149.84,USD,EXPRESS
INV-PJ2PNCI,C11386,07/13/2025,2376.92,190.15,2567.07,USD,GROUND
INV-LFLLCEQ,C77577,12/03/2025,9601.37,960.14,10561.51,USD,EXPRESS
INV-FIJYCO7,C33266,04/01/2025,1967.95,196.8,2164.75,USD,GROUND
INV-6DM8SF8,C99892,05/29/2024,4643.46,371.48,5014.94,USD,GROUND
INV-MWENMMQ,C80551,10/02/2024,2329.81,186.38,2516.19,USD,GROUND
INV-H8XXAVX,C29210,03/03/2025,3948.12,197.41,4145.53,USD,GROUND
INV-EQKRXCL,C03366,05/11/2025,1547.4,123.79,1671.19,USD,GROUND
INV-SYAF9M6,C15499,08/31/2024,1427.65,71.38,1499.03,USD,GROUND
INV-RP6Q07O,C03366,04/24/2024,3049.43,304.94,3354.37,USD,GROUND
INV-VCMD2VS,C28306,01/05/2024,1808.42,144.67,1953.09,USD,GROUND
INV-2DZBUKP,C97785,02/06/2025,9481.33,474.07,9955.4,USD,2DAY
INV-JZLOA4Y,C24911,11/18/2024,17604.13,0.0,17604.13,USD,EXPRESS
INV-NA9MD53,C17754,12/25/2025,5021.58,0.0,5021.58,USD,EXPRESS
INV-0LOPWTI,C15499,02/13/2024,19618.98,1961.9,21580.88,USD,EXPRESS
INV-NUASWAB,C99892,06/13/2024,15831.72,1266.54,17098.26,USD,EXPRESS
INV-2VPYH69,C57382,09/08/2024,2383.26,238.33,2621.59,USD,GROUND
INV-RCAYVTT,C84879,02/09/2024,1542.56,123.4,1665.96,USD,GROUND
INV-4ALACUM,C24911,11/08/2025,4723.68,0.0,4723.68,USD,2DAY
INV-RAHBTT7,C80551,01/04/2025,4261.03,213.05,4474.08,USD,GROUND
INV-CE8IUSK,C84879,01/22/2025,13658.07,1365.81,15023.88,USD,EXPRESS
INV-HIX9E0Z,C94929,06/18/2024,3311.55,264.92,3576.47,USD,GROUND
INV-4MTW9HZ,C14637,05/28/2024,7845.91,0.0,7845.91,USD,EXPRESS
INV-B21GJI0,C20405,07/28/2025,11186.09,1118.61,12304.7,USD,FREIGHT
INV-WKBQJD0,C60889,08/12/2024,3139.03,313.9,3452.93,USD,GROUND
INV-BXGQ7YN,C29210,11/03/2025,1512.9,151.29,1664.19,USD,GROUND
INV-9XITGCZ,C29210,04/19/2024,2265.11,0.0,2265.11,USD,GROUND
INV-1VINGL9,C08929,11/06/2024,2674.75,133.74,2808.49,USD,GROUND
INV-T79Q6YX,C97125,06/29/2025,8356.53,0.0,8356.53,USD,EXPRESS
INV-YXWPLKD,C49018,01/27/2024,3569.32,0.0,3569.32,USD,GROUND
INV-Z1D4NX9,C63096,02/21/2024,31994.69,3199.47,35194.16,USD,FREIGHT
INV-O7FCN05,C63096,05/12/2024,26662.4,2666.24,29328.64,USD,FREIGHT
INV-ZVSIRR8,C16180,07/20/2025,8242.91,0.0,8242.91,USD,2DAY
INV-G05VHW9,C78191,05/25/2024,29486.54,0.0,29486.54,USD,FREIGHT
INV-Y9EQIVW,C98672,10/14/2025,12782.25,1022.58,13804.83,USD,EXPRESS
INV-PRJYKW5,C09581,08/08/2024,4514.01,225.7,4739.71,USD,GROUND
INV-5JLKWTK,C77726,06/12/2025,47265.07,4726.51,51991.58,USD,FREIGHT
INV-MY9INRL,C78191,06/17/2025,11816.42,0.0,11816.42,USD,EXPRESS
INV-AWHJNX1,C82971,02/22/2025,11493.54,1149.35,12642.89,USD,EXPRESS
INV-Z5MW0B6,C87356,05/21/2024,18098.4,1809.84,19908.24,USD,EXPRESS
INV-U7COCHF,C86178,07/12/2024,18382.41,0.0,18382.41,USD,EXPRESS
INV-B5FQPMQ,C21531,07/08/2024,1922.59,96.13,2018.72,USD,GROUND
INV-JRG9825,C29210,01/18/2025,8174.22,408.71,8582.93,USD,EXPRESS
INV-JPWPXOZ,C47375,08/18/2024,9525.08,762.01,10287.09,USD,EXPRESS
INV-KLEI9MF,C14175,11/17/2025,6314.46,0.0,6314.46,USD,EXPRESS
INV-RVDGXWC,C22659,05/13/2024,3675.43,367.54,4042.97,USD,GROUND
INV-Q8FF9L4,C83948,01/04/2024,8097.66,404.88,8502.54,USD,EXPRESS
INV-DH2QAES,C49018,03/04/2024,4857.76,485.78,5343.54,USD,GROUND
INV-DH1GWGQ,C83350,10/16/2025,4061.82,324.95,4386.77,USD,GROUND
INV-WMULLSC,C14175,12/21/2025,3213.04,160.65,3373.69,USD,GROUND
INV-SYLDP2H,C21531,10/09/2025,2999.57,0.0,2999.57,USD,GROUND
INV-83IVSKB,C99892,02/27/2024,4226.28,422.63,4648.91,USD,2DAY
INV-D9TIHF6,C24911,08/10/2025,2619.52,0.0,2619.52,USD,GROUND
INV-7PUR8G5,C14637,05/07/2025,1844.13,92.21,1936.34,USD,GROUND
INV-TAA0ENG,C63250,07/19/2025,1294.76,103.58,1398.34,USD,GROUND
INV-4BPRSG8,C72495,06/07/2025,6548.22,0.0,6548.22,USD,2DAY
INV-2BI9HDI,C16180,10/28/2024,6763.26,541.06,7304.32,USD,EXPRESS
INV-X8TFQCT,C99808,08/21/2025,2181.59,0.0,2181.59,USD,2DAY
INV-A1UMADK,C63096,11/27/2025,18633.53,931.68,19565.21,USD,EXPRESS
INV-I4MMD55,C97785,10/26/2025,14797.97,739.9,15537.87,USD,EXPRESS
INV-HWS8IHC,C73720,07/13/2025,3633.13,363.31,3996.44,USD,GROUND
INV-VZJIVB1,C97125,10/17/2025,1757.5,87.88,1845.38,USD,GROUND
INV-34XEABZ,C97785,04/25/2024,3862.91,309.03,4171.94,USD,GROUND
INV-DVPAIUN,C91097,08/08/2025,29535.01,0.0,29535.01,USD,FREIGHT
INV-NTVZJSR,C98672,03/07/2024,1337.23,106.98,1444.21,USD,GROUND
INV-XLZAOAV,C17754,05/10/2025,4625.01,0.0,4625.01,USD,GROUND
INV-B1N0EUW,C28306,04/05/2025,4818.5,385.48,5203.98,USD,GROUND
INV-GOV8GUO,C10456,03/07/2025,12068.36,1206.84,13275.2,USD,EXPRESS
INV-3IIZNG0,C63250,11/12/2024,16505.51,1650.55,18156.06,USD,EXPRESS
INV-G5ZQBIY,C99808,06/11/2025,9946.72,795.74,10742.46,USD,EXPRESS
INV-U4SAKDI,C34523,06/06/2025,4291.11,343.29,4634.4,USD,GROUND
INV-9H8HYKM,C94929,11/24/2025,2213.07,221.31,2434.38,USD,GROUND
INV-QR5CZNG,C82971,04/04/2024,1307.84,104.63,1412.47,USD,GROUND
INV-FOSNDKX,C87356,12/17/2024,1733.73,173.37,1907.1,USD,GROUND
INV-U9BANC8,C92842,04/26/2025,7628.97,381.45,8010.42,USD,EXPRESS
INV-6XRHY2Y,C60889,03/18/2025,12867.39,1286.74,14154.13,USD,FREIGHT
INV-RDTA8HY,C77726,01/29/2025,4614.75,369.18,4983.93,USD,GROUND
INV-UY9EOE3,C98399,12/25/2024,2230.73,0.0,2230.73,USD,GROUND
INV-SJX4CLG,C08929,11/03/2024,4399.18,0.0,4399.18,USD,GROUND
INV-EIEI7EY,C17172,05/19/2024,4483.46,358.68,4842.14,USD,2DAY
INV-EGLIRYI,C64279,01/30/2025,1525.2,152.52,1677.72,USD,GROUND
INV-9FI6UVP,C63250,07/21/2024,7325.65,366.28,7691.93,USD,EXPRESS
INV-IPMDAKU,C63096,03/19/2024,3374.43,168.72,3543.15,USD,2DAY
INV-0PCLSTH,C70464,10/01/2025,8183.15,0.0,8183.15,USD,2DAY
INV-7HYK9ZA,C16655,01/03/2024,4594.72,0.0,4594.72,USD,GROUND
INV-73ESH1B,C24911,07/04/2025,22406.31,2240.63,24646.94,USD,FREIGHT
INV-38AQFDB,C77726,08/28/2024,3152.06,252.16,3404.22,USD,GROUND
INV-S0A7MN9,C93089,06/18/2025,2183.41,218.34,2401.75,USD,GROUND
INV-8LE1HLB,C73720,11/08/2024,1285.19,102.82,1388.01,USD,GROUND
INV-9SV0OJ1,C25055,06/13/2025,10713.35,1071.34,11784.69,USD,EXPRESS
INV-7OMQFVE,C83350,01/25/2024,10737.97,1073.8,11811.77,USD,EXPRESS
INV-39LLA5U,C15978,10/17/2024,4098.17,204.91,4303.08,USD,GROUND
INV-GTRCXW5,C49018,10/31/2025,15741.36,787.07,16528.43,USD,EXPRESS
INV-66WS7TD,C98672,07/04/2025,3950.86,0.0,3950.86,USD,GROUND
INV-3M4YI4Q,C24911,03/30/2024,1756.58,87.83,1844.41,USD,GROUND
INV-WT25XHH,C51553,12/03/2024,2396.12,119.81,2515.93,USD,GROUND
INV-MNE7OM8,C99808,10/13/2025,4429.59,354.37,4783.96,USD,2DAY
INV-SHX37IW,C92842,09/30/2025,2732.01,218.56,2950.57,USD,GROUND
INV-9WBBY1M,C97785,08/09/2024,8281.02,662.48,8943.5,USD,2DAY
INV-DR049VZ,C25055,07/11/2024,2306.14,230.61,2536.75,USD,GROUND
INV-P5D89QL,C43677,09/25/2024,10848.65,542.43,11391.08,USD,EXPRESS
INV-4LJHOAN,C21531,01/26/2024,17225.55,1722.56,18948.11,USD,EXPRESS
INV-MEWU6DW,C72495,08/30/2025,3075.0,246.0,3321.0,USD,GROUND
INV-KP7N8O5,C77577,06/28/2025,7244.19,0.0,7244.19,USD,2DAY
INV-X385IMY,C78191,05/02/2024,1376.54,110.12,1486.66,USD,GROUND
INV-07BIYG8,C82971,11/10/2025,1627.22,162.72,1789.94,USD,GROUND
INV-EISI0B7,C14637,03/17/2024,32609.07,0.0,32609.07,USD,FREIGHT
INV-VWW1KZF,C29210,02/22/2024,15342.18,1227.37,16569.55,USD,EXPRESS
INV-V34PZV2,C02145,07/19/2024,25398.33,0.0,25398.33,USD,FREIGHT
INV-HDN67MC,C57382,02/18/2025,3499.91,279.99,3779.9,USD,GROUND
INV-79DY8G3,C91097,01/06/2025,2330.59,233.06,2563.65,USD,GROUND
INV-O5EJP5H,C16655,02/11/2024,14259.38,1425.94,15685.32,USD,EXPRESS
INV-BV8ZIBX,C34523,07/18/2025,3007.36,240.59,3247.95,USD,GROUND
INV-DI5WBW4,C34523,04/26/2025,4155.12,207.76,4362.88,USD,GROUND
INV-UY08YYH,C47375,01/27/2025,2053.9,164.31,2218.21,USD,GROUND
INV-0DE5HDA,C34523,10/15/2025,7974.43,637.95,8612.38,USD,2DAY
INV-5H5YARM,C56067,01/30/2025,14111.57,0.0,14111.57,USD,EXPRESS
INV-R0GLKMO,C78191,10/19/2025,1864.75,186.48,2051.23,USD,GROUND
INV-AATCGNV,C77726,01/14/2024,18728.51,0.0,18728.51,USD,EXPRESS
INV-DV0PJWE,C14637,01/16/2024,2817.42,0.0,2817.42,USD,GROUND
INV-X9TIMWQ,C93089,09/19/2025,7569.77,0.0,7569.77,USD,2DAY
INV-XATXV79,C17172,09/04/2025,6952.39,347.62,7300.01,USD,2DAY
INV-NZFFJ0C,C70464,08/11/2025,19682.33,1574.59,21256.92,USD,EXPRESS
INV-JI8FKIZ,C77577,01/28/2025,16753.5,1675.35,18428.85,USD,EXPRESS
INV-UM86GYK,C81739,01/31/2025,19640.69,1571.26,21211.95,USD,EXPRESS
INV-18ZHONE,C98399,09/05/2024,3432.22,0.0,3432.22,USD,GROUND
INV-YVR5Q8U,C81739,05/20/2025,2532.1,202.57,2734.67,USD,GROUND
INV-35QP2ZX,C92842,10/26/2025,6674.38,0.0,6674.38,USD,EXPRESS
INV-2S49OT4,C20405,11/15/2024,5143.51,411.48,5554.99,USD,2DAY
INV-3PEPBZA,C57382,06/29/2025,2326.23,232.62,2558.85,USD,GROUND
INV-6CAJTFU,C94929,08/07/2024,3007.17,240.57,3247.74,USD,GROUND
INV-FSCU67W,C57382,04/28/2025,3107.06,0.0,3107.06,USD,GROUND
INV-3Y1YU98,C16655,07/04/2024,42679.89,3414.39,46094.28,USD,FREIGHT
INV-B0JZ1R3,C47375,12/15/2024,8208.58,820.86,9029.44,USD,2DAY
INV-7JMRM2S,C11386,08/21/2025,2872.72,0.0,2872.72,USD,GROUND
INV-CGRKTLP,C72495,12/20/2025,3202.02,0.0,3202.02,USD,GROUND
INV-5X73PZK,C56067,05/10/2024,3569.11,356.91,3926.02,USD,GROUND
INV-O2F6CKN,C34523,03/22/2024,2072.47,165.8,2238.27,USD,2DAY
INV-LGE3XMZ,C08929,03/02/2025,12581.79,0.0,12581.79,USD,EXPRESS
INV-GP9XW96,C83948,10/22/2024,10466.18,523.31,10989.49,USD,EXPRESS
INV-M47AMVB,C98672,07/12/2024,11400.65,1140.07,12540.72,USD,EXPRESS
INV-L2GBJME,C14637,02/29/2024,7298.4,0.0,7298.4,USD,2DAY
INV-CJ0AEH4,C91097,12/26/2024,2334.54,116.73,2451.27,USD,2DAY
INV-PTG74N9,C81739,02/21/2025,2426.18,0.0,2426.18,USD,GROUND
INV-YXZ0H6F,C16655,10/09/2025,1190.9,59.55,1250.45,USD,GROUND
INV-Q1KRS51,C10456,07/20/2025,10001.66,800.13,10801.79,USD,EXPRESS
INV-1RWPQQJ,C91097,03/10/2024,2126.22,170.1,2296.32,USD,GROUND
INV-MIIID2C,C47375,04/11/2025,3089.02,154.45,3243.47,USD,GROUND
INV-7IXNAR7,C10456,04/19/2024,3251.99,260.16,3512.15,USD,GROUND
INV-NKHCNPQ,C92842,03/20/2024,2988.83,298.88,3287.71,USD,GROUND
INV-JVSVY9P,C03366,08/29/2025,4955.84,247.79,5203.63,USD,GROUND
INV-54Z8QQV,C10456,01/07/2024,4339.73,433.97,4773.7,USD,GROUND
INV-KWWNG9S,C77726,01/21/2024,3066.24,0.0,3066.24,USD,GROUND
INV-6IXUQLP,C97125,07/01/2025,8178.45,817.85,8996.3,USD,2DAY
INV-N9G0SZ7,C22659,12/07/2024,3430.92,171.55,3602.47,USD,GROUND
INV-5SVJZ0O,C33266,03/26/2024,1837.9,0.0,1837.9,USD,GROUND
INV-O96IGYF,C80551,01/12/2024,4227.84,0.0,4227.84,USD,GROUND
INV-GV1EI03,C83350,05/06/2024,4756.62,237.83,4994.45,USD,GROUND
INV-Q0PR2DO,C97785,04/14/2024,1316.42,105.31,1421.73,USD,GROUND
INV-PNH1TPN,C03366,06/25/2025,2112.5,105.62,2218.12,USD,GROUND
INV-SWU6XQJ,C93089,07/22/2025,9050.29,905.03,9955.32,USD,2DAY
INV-6DIPGCC,C15978,11/11/2025,27733.75,2773.38,30507.13,USD,FREIGHT
INV-20J0Q1P,C24911,06/20/2024,12744.2,0.0,12744.2,USD,EXPRESS
INV-BCNP9J6,C87356,04/07/2025,3769.37,0.0,3769.37,USD,2DAY
INV-XACZCQJ,C51553,10/12/2024,14935.58,1194.85,16130.43,USD,EXPRESS
INV-5P3GR6V,C77726,04/07/2024,4948.24,247.41,5195.65,USD,GROUND
INV-4D0BN0S,C81739,09/06/2025,2093.29,209.33,2302.62,USD,GROUND
INV-OBAU0W9,C15978,01/16/2024,7530.95,376.55,7907.5,USD,2DAY
INV-MR4BVRQ,C70464,11/20/2025,19738.68,0.0,19738.68,USD,EXPRESS
INV-2B0FGLB,C10456,07/06/2025,1411.57,0.0,1411.57,USD,GROUND
INV-7NCUM2F,C10456,08/08/2025,1066.36,106.64,1173.0,USD,GROUND
INV-BARV8FV,C10456,10/14/2025,10978.3,0.0,10978.3,USD,EXPRESS
INV-CPQF7QY,C93089,09/29/2025,9417.24,941.72,10358.96,USD,EXPRESS
INV-NB4YVU1,C28306,01/02/2024,12589.62,629.48,13219.1,USD,EXPRESS
INV-NXNOZQV,C92842,01/10/2024,1225.56,0.0,1225.56,USD,GROUND
INV-LR5KNR8,C78191,03/12/2025,3824.1,0.0,3824.1,USD,GROUND
INV-VEJ3CM4,C83948,12/21/2025,4380.51,219.03,4599.54,USD,GROUND
INV-NGF0DXS,C93089,04/05/2025,1083.49,54.17,1137.66,USD,GROUND
INV-DUQ6D2C,C93089,08/02/2024,1992.3,159.38,2151.68,USD,GROUND
INV-MMS3IM7,C60889,10/01/2024,16693.53,1669.35,18362.88,USD,EXPRESS
INV-N86G3DI,C14637,07/10/2024,2366.5,189.32,2555.82,USD,2DAY
INV-J5PYIAO,C21531,11/24/2025,2663.17,266.32,2929.49,USD,GROUND
INV-WUETEXQ,C15978,04/21/2025,41242.87,3299.43,44542.3,USD,FREIGHT
INV-F17DBDL,C98672,12/27/2024,1594.39,79.72,1674.11,USD,GROUND
INV-PUZ9CI7,C17172,08/08/2025,4944.99,0.0,4944.99,USD,GROUND
INV-OON32UD,C14637,01/24/2024,7862.35,786.24,8648.59,USD,EXPRESS
INV-AXPDS5W,C80551,09/21/2025,7917.72,633.42,8551.14,USD,EXPRESS
INV-FJ3YIO1,C94929,10/07/2025,24204.99,2420.5,26625.49,USD,FREIGHT
INV-R36X1J0,C84879,04/05/2024,6286.23,502.9,6789.13,USD,2DAY
INV-OWOOGS1,C28306,06/05/2024,7280.38,0.0,7280.38,USD,2DAY
INV-VDZAFFL,C63250,08/05/2025,1120.62,56.03,1176.65,USD,GROUND
INV-JUMUNDK,C72495,04/30/2025,4567.17,0.0,4567.17,USD,GROUND
INV-QY4E3WT,C25055,12/17/2025,1647.02,82.35,1729.37,USD,GROUND
INV-ZTOHMDC,C34523,07/12/2025,2884.22,288.42,3172.64,USD,GROUND
INV-1QRFVX3,C77726,06/15/2025,1477.59,118.21,1595.8,USD,GROUND
INV-PK1UH36,C17172,04/14/2024,15416.01,770.8,16186.81,USD,EXPRESS
INV-DG6488R,C63250,12/19/2025,36787.76,1839.39,38627.15,USD,FREIGHT
INV-ZO92LL1,C63096,04/11/2025,7378.19,368.91,7747.1,USD,EXPRESS
INV-8RB0ZHI,C63096,01/07/2024,3657.83,0.0,3657.83,USD,GROUND
INV-53MAI63,C99892,01/14/2025,3748.04,0.0,3748.04,USD,2DAY
INV-BT5NT0Q,C28306,04/12/2024,19717.32,0.0,19717.32,USD,FREIGHT
INV-897FETP,C63250,01/03/2025,1049.44,104.94,1154.38,USD,GROUND
INV-3M5DRV0,C15499,03/18/2025,3435.13,343.51,3778.64,USD,GROUND
INV-EF3G4CM,C51553,03/16/2025,10507.52,1050.75,11558.27,USD,EXPRESS
INV-CJGDGHR,C73720,05/26/2024,11499.5,574.98,12074.48,USD,EXPRESS
INV-NKC42N2,C43677,02/12/2024,15371.33,768.57,16139.9,USD,EXPRESS
INV-CT4O9AC,C82971,10/25/2025,10771.37,538.57,11309.94,USD,EXPRESS
INV-6VXHOWI,C15978,11/03/2025,6243.94,0.0,6243.94,USD,EXPRESS
INV-TH3GGHE,C11386,07/20/2024,46044.96,2302.25,48347.21,USD,FREIGHT
INV-6T7GLOW,C70464,08/04/2025,18875.82,1887.58,20763.4,USD,EXPRESS
INV-LZD0Q6G,C86178,07/22/2025,12245.27,612.26,12857.53,USD,EXPRESS
INV-NDXSI4A,C97785,11/01/2025,13135.43,1313.54,14448.97,USD,FREIGHT
INV-WO3IWXD,C21531,04/12/2025,3660.9,183.05,3843.95,USD,GROUND
INV-8DC6UCF,C99892,05/17/2024,3790.71,189.54,3980.25,USD,GROUND
INV-BGNJUHB,C99892,06/22/2025,13732.36,1098.59,14830.95,USD,FREIGHT
INV-R5NVI2V,C73720,08/24/2024,11633.41,1163.34,12796.75,USD,EXPRESS
INV-0HRBTI0,C84879,10/24/2025,2720.08,272.01,2992.09,USD,GROUND
INV-AFHR2MI,C22659,04/07/2025,5076.5,253.83,5330.33,USD,2DAY
INV-I10SPBC,C02145,05/12/2024,2300.12,115.01,2415.13,USD,GROUND
INV-W6V19DD,C15978,02/08/2025,3504.17,350.42,3854.59,USD,GROUND
INV-5VNVIZZ,C80551,12/15/2025,4114.82,329.19,4444.01,USD,GROUND
INV-N7X61TU,C80551,10/04/2024,3701.46,0.0,3701.46,USD,2DAY
INV-5ATZXF4,C17754,03/31/2025,1151.82,57.59,1209.41,USD,GROUND
INV-BML8630,C77577,03/20/2025,13188.16,659.41,13847.57,USD,EXPRESS
INV-QU03QCS,C86029,02/02/2025,1650.14,0.0,1650.14,USD,GROUND
INV-PYYA5VH,C77726,11/29/2024,3414.17,341.42,3755.59,USD,GROUND
INV-IRN3F0O,C60889,04/01/2024,2171.48,217.15,2388.63,USD,GROUND
INV-C5ZMRU0,C15978,11/10/2025,9499.08,759.93,10259.01,USD,2DAY
INV-TQ2AEUN,C15978,09/04/2025,28937.68,2315.01,31252.69,USD,FREIGHT
INV-MUGGF17,C82971,11/12/2024,3772.06,0.0,3772.06,USD,GROUND
INV-M4N9Y9G,C78191,01/09/2024,1710.31,171.03,1881.34,USD,GROUND
INV-AO0G9IA,C97785,03/23/2025,1087.57,87.01,1174.58,USD,GROUND
INV-0904RJH,C34523,01/21/2025,3312.97,331.3,3644.27,USD,GROUND
INV-928XZLA,C99808,12/17/2024,2980.94,298.09,3279.03,USD,GROUND
INV-KFITWLJ,C92842,06/13/2025,4794.68,0.0,4794.68,USD,2DAY
INV-8WL4E3D,C15978,01/02/2025,15174.48,1213.96,16388.44,USD,EXPRESS
INV-2ISIF2N,C98399,08/31/2024,3759.5,300.76,4060.26,USD,GROUND
INV-57RNEAG,C03366,01/25/2025,19448.91,1555.91,21004.82,USD,EXPRESS
INV-RYNPRU2,C99808,09/12/2025,4286.35,0.0,4286.35,USD,2DAY
INV-LDL8ZOG,C15499,11/16/2025,8144.19,814.42,8958.61,USD,EXPRESS
INV-ZGSKFI6,C97125,02/27/2025,4507.98,0.0,4507.98,USD,GROUND
INV-ESRYISJ,C70464,04/07/2024,3020.28,0.0,3020.28,USD,GROUND
