invoice_uid,client_ref,issued_on,amount_usd,shipment_category
INV-RHN6F86, RED LOGISTICS ,10/15/2024,32002.29,FREIGHT
INV-TCDP68C,NIMBUS INDUSTRIES,"Jun 18, 2025",19255.39,EXPRESS
INV-7AVX8BU,BLUE PARTNERS,11/04/2025,11454.84,EXPRESS
INV-8ZVFWCU,GREEN LLC,06/11/2024,4405.72,GROUND
INV-52SBGDT,HOOLI SUPPLY,02-Jul-2024,1476.26,GROUND
INV-XC3H4EL,WONKA LLC,2024/05/27,4575.74,GROUND
INV-6W0AWW7,VECTOR FREIGHT,02/22/2025,3787.47,GROUND
INV-PHTOPU2,ZENITH LOGISTICS,10/13/2025,2796.64,GROUND
INV-MQ00JVF,ZENITH HOLDINGS,"Jul 18, 2025",18237.2,EXPRESS
INV-VA12S4U,VECTOR FREIGHT,2025/03/24,8273.88,EXPRESS
INV-QY0JPRH,GREEN CO,2024-10-20,2083.74,GROUND
INV-IKB23NN,INITECH SUPPLY,08-Jan-2024,4960.07,GROUND
INV-8O6HEVR,VECTOR LOGISTICS,10/24/2025,1999.14,GROUND
INV-4T7F0II,MASSIVE GROUP,"Aug 13, 2025",2642.55,GROUND
INV-5RPQC2R,APEX GROUP,2025-06-20,1393.74,GROUND
INV-30G960M, MASSIVE LLC ,25-Dec-2024,3715.32,GROUND
INV-KWZQSJC,BLUE INDUSTRIES,2024-08-16,1777.78,GROUND
INV-8AZYXU1,UMBRELLA INDUSTRIES,"Feb 25, 2024",6505.85,EXPRESS
INV-9HNO2JC,NIMBUS HOLDINGS,"Sep 16, 2025",2753.79,GROUND
INV-ZXPQQQN,MASSIVE CO,2025-08-29,2415.21,GROUND
INV-PPJN5GJ,BLUE PARTNERS,"Apr 22, 2025",9044.67,2DAY
INV-5HX7GKQ,VECTOR FREIGHT,"Aug 17, 2024",15859.05,EXPRESS
INV-98SA56M,HOOLI CO,21-Feb-2025,2798.63,2DAY
INV-QZMBYXV,WONKA SUPPLY,08/26/2024,49080.06,FREIGHT
INV-ZNA6N7I,APEX FREIGHT,15-Jul-2024,9558.24,2DAY
INV-ZOFZJXV,HOOLI LOGISTICS,"Feb 06, 2024",3817.3,GROUND
INV-6HHNJR9,GREEN LOGISTICS,2024-09-15,2763.21,GROUND
INV-FESIX4G, RED LOGISTICS ,"Sep 28, 2024",9359.2,EXPRESS
INV-NJ16513,STARK FREIGHT,03-Aug-2025,3424.89,GROUND
INV-T326MS7,NIMBUS GROUP,11/14/2025,18070.32,EXPRESS
INV-UJ5SYNY,WAYNE GROUP,19-Jan-2024,16230.34,EXPRESS
INV-35E07K3,STARK ENTERPRISES,2025-01-16,2322.93,2DAY
INV-ZM45HVV,ZENITH SUPPLY,"Sep 15, 2024",5295.41,2DAY
INV-ZOAR61A,HOOLI SUPPLY,19-Apr-2024,4446.96,GROUND
INV-408RYSP,UMBRELLA INDUSTRIES,"Apr 16, 2025",5256.09,GROUND
INV-6HUJN0Z,NIMBUS INDUSTRIES,2024-07-20,11846.09,EXPRESS
INV-LGHBPZY,VERTEX PARTNERS,2025-03-08,17075.92,EXPRESS
INV-HR5942W,ZENITH HOLDINGS,02-Jan-2025,2009.89,GROUND
INV-9EEMUE7,VERTEX SUPPLY,2024/05/09,11277.8,EXPRESS
INV-096R3GT,APEX FREIGHT,10/04/2025,4358.43,GROUND
INV-JTINUUX,QUANTUM ENTERPRISES,2025/10/06,1768.83,GROUND
INV-2SEKJXE,MASSIVE CO,07/30/2025,16281.56,EXPRESS
INV-BCOPKIH,VERTEX PARTNERS,"Dec 30, 2024",22255.43,FREIGHT
INV-RSZK3FM, UMBRELLA PARTNERS ,2024-02-12,8256.77,2DAY
INV-Z21A6M2,MASSIVE GROUP,2025-10-19,3809.71,GROUND
INV-51UP0GI,UMBRELLA ENTERPRISES,02/15/2024,1352.67,GROUND
INV-CD06152,HOOLI LOGISTICS,2024-10-19,1442.15,GROUND
INV-JDIEUU9,QUANTUM ENTERPRISES,02/21/2025,1279.86,GROUND
INV-3HZJFJ5,ZENITH HOLDINGS,"Oct 11, 2025",18571.56,EXPRESS
INV-O0OSFZ2,NIMBUS INDUSTRIES,16-Nov-2024,30372.07,FREIGHT
INV-2S80W1O,HOOLI SUPPLY,2025/06/06,2998.72,2DAY
INV-VI4BMJ1, BLUE SUPPLY ,2024-12-22,31334.08,FREIGHT
INV-UF7I7HP,ZENITH LOGISTICS,09-Nov-2024,1780.37,GROUND
INV-X7Y55KB,WONKA LLC,24-Feb-2025,9726.56,2DAY
INV-TVXPW1U,GREEN LLC,2024/10/09,14128.37,FREIGHT
INV-LL0DR26,BLUE PARTNERS,26-Feb-2025,4742.93,GROUND
INV-4ZTIZVY,MASSIVE SUPPLY,2024/06/21,1355.62,GROUND
INV-AMEW41P,TYRELL FREIGHT,2024/04/08,3590.19,GROUND
INV-DO91M6M,BLUE ENTERPRISES,31-Aug-2025,39435.13,FREIGHT
INV-ILTZ3N6,VECTOR FREIGHT,09/17/2025,4016.17,GROUND
INV-F6SJX1U,GREEN FREIGHT,15-May-2024,26528.16,FREIGHT
INV-7WQV3GX,MASSIVE SUPPLY,2025-02-10,6602.85,EXPRESS
INV-40X9Z1I, MASSIVE LLC ,2025/10/31,13451.33,EXPRESS
INV-443EHMD, BLUE SUPPLY ,2024-08-19,10009.61,EXPRESS
INV-SZQ53YP, RED LOGISTICS ,03/26/2025,15787.19,EXPRESS
INV-S2OEZR2,GREEN CO,"Jan 03, 2025",4531.14,GROUND
INV-7H8YQTS,ACME INDUSTRIES,09/27/2024,5785.67,EXPRESS
INV-JQIC9KU,BLUE INDUSTRIES,12-Nov-2025,5066.41,GROUND
INV-JGU29MU,ZENITH SUPPLY,2024-06-14,16149.84,EXPRESS
INV-PJ2PNCI,VECTOR LLC,"Jul 13, 2025",2567.07,GROUND
INV-LFLLCEQ,ZENITH HOLDINGS,03-Dec-2025,10561.51,EXPRESS
INV-FIJYCO7,HOOLI ENTERPRISES,2025-04-01,2164.75,GROUND
INV-6DM8SF8, WAYNE FREIGHT ,2024/05/29,5014.94,GROUND
INV-MWENMMQ,VERTEX PARTNERS,10/02/2024,2516.19,GROUND
INV-H8XXAVX,MASSIVE GROUP,03/03/2025,4145.53,GROUND
INV-EQKRXCL,UMBRELLA INDUSTRIES,05/11/2025,1671.19,GROUND
INV-SYAF9M6,ZENITH HOLDINGS,08/31/2024,1499.03,GROUND
INV-RP6Q07O,UMBRELLA INDUSTRIES,2024-04-24,3354.37,GROUND
INV-VCMD2VS,TYRELL LLC,2024-01-05,1953.09,GROUND
INV-2DZBUKP,MASSIVE SUPPLY,2025-02-06,9955.4,2DAY
INV-JZLOA4Y,QUANTUM FREIGHT,2024/11/18,17604.13,EXPRESS
INV-NA9MD53,VECTOR CO,"Dec 25, 2025",5021.58,EXPRESS
INV-0LOPWTI,ZENITH HOLDINGS,2024-02-13,21580.88,EXPRESS
INV-NUASWAB, WAYNE FREIGHT ,"Jun 13, 2024",17098.26,EXPRESS
INV-2VPYH69,VECTOR LOGISTICS,2024/09/08,2621.59,GROUND
INV-RCAYVTT, UMBRELLA PARTNERS ,02/09/2024,1665.96,GROUND
INV-4ALACUM,QUANTUM FREIGHT,"Nov 08, 2025",4723.68,2DAY
INV-RAHBTT7,VERTEX PARTNERS,04-Jan-2025,4474.08,GROUND
INV-CE8IUSK, UMBRELLA PARTNERS ,"Jan 22, 2025",15023.88,EXPRESS
INV-HIX9E0Z,GREEN CO,18-Jun-2024,3576.47,GROUND
INV-4MTW9HZ,HOOLI SUPPLY,"May 28, 2024",7845.91,EXPRESS
INV-B21GJI0,INITECH SUPPLY,"Jul 28, 2025",12304.7,FREIGHT
INV-WKBQJD0,WONKA LLC,2024-08-12,3452.93,GROUND
INV-BXGQ7YN,MASSIVE GROUP,11/03/2025,1664.19,GROUND
INV-9XITGCZ,MASSIVE GROUP,04/19/2024,2265.11,GROUND
INV-1VINGL9,NIMBUS INDUSTRIES,2024-11-06,2808.49,GROUND
INV-T79Q6YX,BLUE INDUSTRIES,2025/06/29,8356.53,EXPRESS
INV-YXWPLKD,GREEN FREIGHT,2024/01/27,3569.32,GROUND
INV-Z1D4NX9, INITECH FREIGHT ,21-Feb-2024,35194.16,FREIGHT
INV-O7FCN05, INITECH FREIGHT ,"May 12, 2024",29328.64,FREIGHT
INV-ZVSIRR8,BLUE ENTERPRISES,07/20/2025,8242.91,2DAY
INV-G05VHW9,QUANTUM ENTERPRISES,2024/05/25,29486.54,FREIGHT
INV-Y9EQIVW,STARK FREIGHT,10/14/2025,13804.83,EXPRESS
INV-PRJYKW5,WONKA SUPPLY,2024/08/08,4739.71,GROUND
INV-5JLKWTK,NIMBUS HOLDINGS,06/12/2025,51991.58,FREIGHT
INV-MY9INRL,QUANTUM ENTERPRISES,2025-06-17,11816.42,EXPRESS
INV-AWHJNX1,MASSIVE CO,22-Feb-2025,12642.89,EXPRESS
INV-Z5MW0B6,ZENITH LOGISTICS,"May 21, 2024",19908.24,EXPRESS
INV-U7COCHF,MASSIVE CO,12-Jul-2024,18382.41,EXPRESS
INV-B5FQPMQ,GREEN LLC,2024/07/08,2018.72,GROUND
INV-JRG9825,MASSIVE GROUP,18-Jan-2025,8582.93,EXPRESS
INV-JPWPXOZ,VERTEX PARTNERS,2024/08/18,10287.09,EXPRESS
INV-KLEI9MF,WAYNE GROUP,"Nov 17, 2025",6314.46,EXPRESS
INV-RVDGXWC,TYRELL PARTNERS,2024/05/13,4042.97,GROUND
INV-Q8FF9L4,WAYNE HOLDINGS,2024-01-04,8502.54,EXPRESS
INV-DH2QAES,GREEN FREIGHT,2024-03-04,5343.54,GROUND
INV-DH1GWGQ,STARK GROUP,16-Oct-2025,4386.77,GROUND
INV-WMULLSC,WAYNE GROUP,"Dec 21, 2025",3373.69,GROUND
INV-SYLDP2H,GREEN LLC,"Oct 09, 2025",2999.57,GROUND
INV-83IVSKB, WAYNE FREIGHT ,27-Feb-2024,4648.91,2DAY
INV-D9TIHF6,QUANTUM FREIGHT,08/10/2025,2619.52,GROUND
INV-7PUR8G5,HOOLI SUPPLY,05/07/2025,1936.34,GROUND
INV-TAA0ENG,VERTEX SUPPLY,2025-07-19,1398.34,GROUND
INV-4BPRSG8,UMBRELLA ENTERPRISES,2025/06/07,6548.22,2DAY
INV-2BI9HDI,BLUE ENTERPRISES,10/28/2024,7304.32,EXPRESS
INV-X8TFQCT,BLUE CO,21-Aug-2025,2181.59,2DAY
INV-A1UMADK, INITECH FREIGHT ,11/27/2025,19565.21,EXPRESS
INV-I4MMD55,MASSIVE SUPPLY,"Oct 26, 2025",15537.87,EXPRESS
INV-HWS8IHC, MASSIVE LLC ,07/13/2025,3996.44,GROUND
INV-VZJIVB1,BLUE INDUSTRIES,10/17/2025,1845.38,GROUND
INV-34XEABZ,MASSIVE SUPPLY,25-Apr-2024,4171.94,GROUND
INV-DVPAIUN,TYRELL FREIGHT,08-Aug-2025,29535.01,FREIGHT
INV-NTVZJSR,STARK FREIGHT,"Mar 07, 2024",1444.21,GROUND
INV-XLZAOAV,VECTOR CO,05/10/2025,4625.01,GROUND
INV-B1N0EUW,TYRELL LLC,2025/04/05,5203.98,GROUND
INV-GOV8GUO,BLUE PARTNERS,2025/03/07,13275.2,EXPRESS
INV-3IIZNG0,VERTEX SUPPLY,2024/11/12,18156.06,EXPRESS
INV-G5ZQBIY,BLUE CO,11-Jun-2025,10742.46,EXPRESS
INV-U4SAKDI,STARK ENTERPRISES,2025/06/06,4634.4,GROUND
INV-9H8HYKM,GREEN CO,11/24/2025,2434.38,GROUND
INV-QR5CZNG,MASSIVE CO,2024-04-04,1412.47,GROUND
INV-FOSNDKX,ZENITH LOGISTICS,17-Dec-2024,1907.1,GROUND
INV-U9BANC8,TYRELL INDUSTRIES,"Apr 26, 2025",8010.42,EXPRESS
INV-6XRHY2Y,WONKA LLC,2025/03/18,14154.13,FREIGHT
INV-RDTA8HY,NIMBUS HOLDINGS,29-Jan-2025,4983.93,GROUND
INV-UY9EOE3,WAYNE GROUP,25-Dec-2024,2230.73,GROUND
INV-SJX4CLG,NIMBUS INDUSTRIES,2024-11-03,4399.18,GROUND
INV-EIEI7EY,APEX FREIGHT,19-May-2024,4842.14,2DAY
INV-EGLIRYI,GREEN LOGISTICS,"Jan 30, 2025",1677.72,GROUND
INV-9FI6UVP,VERTEX SUPPLY,"Jul 21, 2024",7691.93,EXPRESS
INV-IPMDAKU, INITECH FREIGHT ,2024-03-19,3543.15,2DAY
INV-0PCLSTH,HOOLI SUPPLY,2025/10/01,8183.15,2DAY
INV-7HYK9ZA,HOOLI CO,"Jan 03, 2024",4594.72,GROUND
INV-73ESH1B,QUANTUM FREIGHT,04-Jul-2025,24646.94,FREIGHT
INV-38AQFDB,NIMBUS HOLDINGS,"Aug 28, 2024",3404.22,GROUND
INV-S0A7MN9, BLUE SUPPLY ,06/18/2025,2401.75,GROUND
INV-8LE1HLB, MASSIVE LLC ,11/08/2024,1388.01,GROUND
INV-9SV0OJ1,STARK PARTNERS,2025/06/13,11784.69,EXPRESS
INV-7OMQFVE,STARK GROUP,2024-01-25,11811.77,EXPRESS
INV-39LLA5U,VECTOR FREIGHT,2024/10/17,4303.08,GROUND
INV-GTRCXW5,GREEN FREIGHT,"Oct 31, 2025",16528.43,EXPRESS
INV-66WS7TD,STARK FREIGHT,04-Jul-2025,3950.86,GROUND
INV-3M4YI4Q,QUANTUM FREIGHT,03/30/2024,1844.41,GROUND
INV-WT25XHH,HOOLI LOGISTICS,"Dec 03, 2024",2515.93,GROUND
INV-MNE7OM8,BLUE CO,10/13/2025,4783.96,2DAY
INV-SHX37IW,TYRELL INDUSTRIES,2025/09/30,2950.57,GROUND
INV-9WBBY1M,MASSIVE SUPPLY,"Aug 09, 2024",8943.5,2DAY
INV-DR049VZ,STARK PARTNERS,2024/07/11,2536.75,GROUND
INV-P5D89QL,APEX GROUP,"Sep 25, 2024",11391.08,EXPRESS
INV-4LJHOAN,GREEN LLC,01/26/2024,18948.11,EXPRESS
INV-MEWU6DW,UMBRELLA ENTERPRISES,"Aug 30, 2025",3321.0,GROUND
INV-KP7N8O5,ZENITH HOLDINGS,28-Jun-2025,7244.19,2DAY
INV-X385IMY,QUANTUM ENTERPRISES,02-May-2024,1486.66,GROUND
INV-07BIYG8,MASSIVE CO,10-Nov-2025,1789.94,GROUND
INV-EISI0B7,HOOLI SUPPLY,2024-03-17,32609.07,FREIGHT
INV-VWW1KZF,MASSIVE GROUP,22-Feb-2024,16569.55,EXPRESS
INV-V34PZV2,ZENITH SUPPLY,19-Jul-2024,25398.33,FREIGHT
INV-HDN67MC,VECTOR LOGISTICS,02/18/2025,3779.9,GROUND
INV-79DY8G3,TYRELL FREIGHT,"Jan 06, 2025",2563.65,GROUND
INV-O5EJP5H,HOOLI CO,2024-02-11,15685.32,EXPRESS
INV-BV8ZIBX,STARK ENTERPRISES,18-Jul-2025,3247.95,GROUND
INV-DI5WBW4,STARK ENTERPRISES,04/26/2025,4362.88,GROUND
INV-UY08YYH,VERTEX PARTNERS,01/27/2025,2218.21,GROUND
INV-0DE5HDA,STARK ENTERPRISES,10/15/2025,8612.38,2DAY
INV-5H5YARM,HOOLI LOGISTICS,30-Jan-2025,14111.57,EXPRESS
INV-R0GLKMO,QUANTUM ENTERPRISES,19-Oct-2025,2051.23,GROUND
INV-AATCGNV,NIMBUS HOLDINGS,2024/01/14,18728.51,EXPRESS
INV-DV0PJWE,HOOLI SUPPLY,"Jan 16, 2024",2817.42,GROUND
INV-X9TIMWQ, BLUE SUPPLY ,19-Sep-2025,7569.77,2DAY
INV-XATXV79,APEX FREIGHT,04-Sep-2025,7300.01,2DAY
INV-NZFFJ0C,HOOLI SUPPLY,08/11/2025,21256.92,EXPRESS
INV-JI8FKIZ,ZENITH HOLDINGS,"Jan 28, 2025",18428.85,EXPRESS
INV-UM86GYK,MASSIVE PARTNERS,"Jan 31, 2025",21211.95,EXPRESS
INV-18ZHONE,WAYNE GROUP,2024-09-05,3432.22,GROUND
INV-YVR5Q8U,MASSIVE PARTNERS,20-May-2025,2734.67,GROUND
INV-35QP2ZX,TYRELL INDUSTRIES,10/26/2025,6674.38,EXPRESS
INV-2S49OT4,INITECH SUPPLY,2024-11-15,5554.99,2DAY
INV-3PEPBZA,VECTOR LOGISTICS,06/29/2025,2558.85,GROUND
INV-6CAJTFU,GREEN CO,"Aug 07, 2024",3247.74,GROUND
INV-FSCU67W,VECTOR LOGISTICS,2025/04/28,3107.06,GROUND
INV-3Y1YU98,HOOLI CO,2024/07/04,46094.28,FREIGHT
INV-B0JZ1R3,VERTEX PARTNERS,"Dec 15, 2024",9029.44,2DAY
INV-7JMRM2S,VECTOR LLC,2025/08/21,2872.72,GROUND
INV-CGRKTLP,UMBRELLA ENTERPRISES,20-Dec-2025,3202.02,GROUND
INV-5X73PZK,HOOLI LOGISTICS,2024/05/10,3926.02,GROUND
INV-O2F6CKN,STARK ENTERPRISES,03/22/2024,2238.27,2DAY
INV-LGE3XMZ,NIMBUS INDUSTRIES,2025/03/02,12581.79,EXPRESS
INV-GP9XW96,WAYNE HOLDINGS,"Oct 22, 2024",10989.49,EXPRESS
INV-M47AMVB,STARK FREIGHT,07/12/2024,12540.72,EXPRESS
INV-L2GBJME,HOOLI SUPPLY,"Feb 29, 2024",7298.4,2DAY
INV-CJ0AEH4,TYRELL FREIGHT,2024/12/26,2451.27,2DAY
INV-PTG74N9,MASSIVE PARTNERS,02/21/2025,2426.18,GROUND
INV-YXZ0H6F,HOOLI CO,"Oct 09, 2025",1250.45,GROUND
INV-Q1KRS51,BLUE PARTNERS,20-Jul-2025,10801.79,EXPRESS
INV-1RWPQQJ,TYRELL FREIGHT,"Mar 10, 2024",2296.32,GROUND
INV-MIIID2C,VERTEX PARTNERS,11-Apr-2025,3243.47,GROUND
INV-7IXNAR7,BLUE PARTNERS,"Apr 19, 2024",3512.15,GROUND
INV-NKHCNPQ,TYRELL INDUSTRIES,03/20/2024,3287.71,GROUND
INV-JVSVY9P,UMBRELLA INDUSTRIES,2025/08/29,5203.63,GROUND
INV-54Z8QQV,BLUE PARTNERS,"Jan 07, 2024",4773.7,GROUND
INV-KWWNG9S,NIMBUS HOLDINGS,2024-01-21,3066.24,GROUND
INV-6IXUQLP,BLUE INDUSTRIES,2025/07/01,8996.3,2DAY
INV-N9G0SZ7,TYRELL PARTNERS,"Dec 07, 2024",3602.47,GROUND
INV-5SVJZ0O,HOOLI ENTERPRISES,2024-03-26,1837.9,GROUND
INV-O96IGYF,VERTEX PARTNERS,2024/01/12,4227.84,GROUND
INV-GV1EI03,STARK GROUP,2024-05-06,4994.45,GROUND
INV-Q0PR2DO,MASSIVE SUPPLY,14-Apr-2024,1421.73,GROUND
INV-PNH1TPN,UMBRELLA INDUSTRIES,06/25/2025,2218.12,GROUND
INV-SWU6XQJ, BLUE SUPPLY ,07/22/2025,9955.32,2DAY
INV-6DIPGCC,VECTOR FREIGHT,2025/11/11,30507.13,FREIGHT
INV-20J0Q1P,QUANTUM FREIGHT,2024/06/20,12744.2,EXPRESS
INV-BCNP9J6,ZENITH LOGISTICS,2025/04/07,3769.37,2DAY
INV-XACZCQJ,HOOLI LOGISTICS,10/12/2024,16130.43,EXPRESS
INV-5P3GR6V,NIMBUS HOLDINGS,"Apr 07, 2024",5195.65,GROUND
INV-4D0BN0S,MASSIVE PARTNERS,2025-09-06,2302.62,GROUND
INV-OBAU0W9,VECTOR FREIGHT,2024/01/16,7907.5,2DAY
INV-MR4BVRQ,HOOLI SUPPLY,"Nov 20, 2025",19738.68,EXPRESS
INV-2B0FGLB,BLUE PARTNERS,2025/07/06,1411.57,GROUND
INV-7NCUM2F,BLUE PARTNERS,2025/08/08,1173.0,GROUND
INV-BARV8FV,BLUE PARTNERS,10/14/2025,10978.3,EXPRESS
INV-CPQF7QY, BLUE SUPPLY ,2025-09-29,10358.96,EXPRESS
INV-NB4YVU1,TYRELL LLC,01/02/2024,13219.1,EXPRESS
INV-NXNOZQV,TYRELL INDUSTRIES,"Jan 10, 2024",1225.56,GROUND
INV-LR5KNR8,QUANTUM ENTERPRISES,"Mar 12, 2025",3824.1,GROUND
INV-VEJ3CM4,WAYNE HOLDINGS,12/21/2025,4599.54,GROUND
INV-NGF0DXS, BLUE SUPPLY ,"Apr 05, 2025",1137.66,GROUND
INV-DUQ6D2C, BLUE SUPPLY ,"Aug 02, 2024",2151.68,GROUND
INV-MMS3IM7,WONKA LLC,01-Oct-2024,18362.88,EXPRESS
INV-N86G3DI,HOOLI SUPPLY,"Jul 10, 2024",2555.82,2DAY
INV-J5PYIAO,GREEN LLC,2025/11/24,2929.49,GROUND
INV-WUETEXQ,VECTOR FREIGHT,2025-04-21,44542.3,FREIGHT
INV-F17DBDL,STARK FREIGHT,12/27/2024,1674.11,GROUND
INV-PUZ9CI7,APEX FREIGHT,2025/08/08,4944.99,GROUND
INV-OON32UD,HOOLI SUPPLY,2024/01/24,8648.59,EXPRESS
INV-AXPDS5W,VERTEX PARTNERS,21-Sep-2025,8551.14,EXPRESS
INV-FJ3YIO1,GREEN CO,07-Oct-2025,26625.49,FREIGHT
INV-R36X1J0, UMBRELLA PARTNERS ,2024/04/05,6789.13,2DAY
INV-OWOOGS1,TYRELL LLC,05-Jun-2024,7280.38,2DAY
INV-VDZAFFL,VERTEX SUPPLY,05-Aug-2025,1176.65,GROUND
INV-JUMUNDK,UMBRELLA ENTERPRISES,30-Apr-2025,4567.17,GROUND
INV-QY4E3WT,STARK PARTNERS,12/17/2025,1729.37,GROUND
INV-ZTOHMDC,STARK ENTERPRISES,2025/07/12,3172.64,GROUND
INV-1QRFVX3,NIMBUS HOLDINGS,2025/06/15,1595.8,GROUND
INV-PK1UH36,APEX FREIGHT,04/14/2024,16186.81,EXPRESS
INV-DG6488R,VERTEX SUPPLY,19-Dec-2025,38627.15,FREIGHT
INV-ZO92LL1, INITECH FREIGHT ,2025/04/11,7747.1,EXPRESS
INV-8RB0ZHI, INITECH FREIGHT ,07-Jan-2024,3657.83,GROUND
INV-53MAI63, WAYNE FREIGHT ,01/14/2025,3748.04,2DAY
INV-BT5NT0Q,TYRELL LLC,2024-04-12,19717.32,FREIGHT
INV-897FETP,VERTEX SUPPLY,01/03/2025,1154.38,GROUND
INV-3M5DRV0,ZENITH HOLDINGS,2025-03-18,3778.64,GROUND
INV-EF3G4CM,HOOLI LOGISTICS,2025-03-16,11558.27,EXPRESS
INV-CJGDGHR, MASSIVE LLC ,2024-05-26,12074.48,EXPRESS
INV-NKC42N2,APEX GROUP,2024-02-12,16139.9,EXPRESS
INV-CT4O9AC,MASSIVE CO,2025/10/25,11309.94,EXPRESS
INV-6VXHOWI,VECTOR FREIGHT,"Nov 03, 2025",6243.94,EXPRESS
INV-TH3GGHE,VECTOR LLC,2024-07-20,48347.21,FREIGHT
INV-6T7GLOW,HOOLI SUPPLY,04-Aug-2025,20763.4,EXPRESS
INV-LZD0Q6G,MASSIVE CO,22-Jul-2025,12857.53,EXPRESS
INV-NDXSI4A,MASSIVE SUPPLY,11/01/2025,14448.97,FREIGHT
INV-WO3IWXD,GREEN LLC,12-Apr-2025,3843.95,GROUND
INV-8DC6UCF, WAYNE FREIGHT ,2024/05/17,3980.25,GROUND
INV-BGNJUHB, WAYNE FREIGHT ,22-Jun-2025,14830.95,FREIGHT
INV-R5NVI2V, MASSIVE LLC ,2024-08-24,12796.75,EXPRESS
INV-0HRBTI0, UMBRELLA PARTNERS ,10/24/2025,2992.09,GROUND
INV-AFHR2MI,TYRELL PARTNERS,04/07/2025,5330.33,2DAY
INV-I10SPBC,ZENITH SUPPLY,"May 12, 2024",2415.13,GROUND
INV-W6V19DD,VECTOR FREIGHT,"Feb 08, 2025",3854.59,GROUND
INV-5VNVIZZ,VERTEX PARTNERS,12/15/2025,4444.01,GROUND
INV-N7X61TU,VERTEX PARTNERS,"Oct 04, 2024",3701.46,2DAY
INV-5ATZXF4,VECTOR CO,"Mar 31, 2025",1209.41,GROUND
INV-BML8630,ZENITH HOLDINGS,2025-03-20,13847.57,EXPRESS
INV-QU03QCS,ACME INDUSTRIES,2025-02-02,1650.14,GROUND
INV-PYYA5VH,NIMBUS HOLDINGS,"Nov 29, 2024",3755.59,GROUND
INV-IRN3F0O,WONKA LLC,"Apr 01, 2024",2388.63,GROUND
INV-C5ZMRU0,VECTOR FREIGHT,2025-11-10,10259.01,2DAY
INV-TQ2AEUN,VECTOR FREIGHT,2025/09/04,31252.69,FREIGHT
INV-MUGGF17,MASSIVE CO,11/12/2024,3772.06,GROUND
INV-M4N9Y9G,QUANTUM ENTERPRISES,2024/01/09,1881.34,GROUND
INV-AO0G9IA,MASSIVE SUPPLY,03/23/2025,1174.58,GROUND
INV-0904RJH,STARK ENTERPRISES,"Jan 21, 2025",3644.27,GROUND
INV-928XZLA,BLUE CO,2024/12/17,3279.03,GROUND
INV-KFITWLJ,TYRELL INDUSTRIES,06/13/2025,4794.68,2DAY
INV-8WL4E3D,VECTOR FREIGHT,"Jan 02, 2025",16388.44,EXPRESS
INV-2ISIF2N,WAYNE GROUP,2024-08-31,4060.26,GROUND
INV-57RNEAG,UMBRELLA INDUSTRIES,"Jan 25, 2025",21004.82,EXPRESS
INV-RYNPRU2,BLUE CO,2025/09/12,4286.35,2DAY
INV-LDL8ZOG,ZENITH HOLDINGS,16-Nov-2025,8958.61,EXPRESS
INV-ZGSKFI6,BLUE INDUSTRIES,27-Feb-2025,4507.98,GROUND
INV-ESRYISJ,HOOLI SUPPLY,"Apr 07, 2024",3020.28,GROUND
INV-UVZI5N4,ZENITH HOLDINGS,"Sep 18, 2025",3903.57,GROUND
INV-37XXTLX,BLUE PARTNERS,2025-02-25,1698.96,GROUND
INV-STYLJ8V,NIMBUS INDUSTRIES,04/27/2024,17002.74,EXPRESS
INV-XZQXZ93,VERTEX SUPPLY,2025-12-11,2747.1,2DAY
INV-L8N6Y5S,GREEN CO,"Aug 20, 2024",9829.65,EXPRESS
INV-D3BVW4U,HOOLI ENTERPRISES,02/28/2025,3605.11,GROUND
INV-JAUPCR2,UMBRELLA INDUSTRIES,04-Oct-2025,39808.03,FREIGHT
INV-IL90SM1,ZENITH HOLDINGS,2025-12-01,5082.1,GROUND
INV-ZCI3OMM,TYRELL INDUSTRIES,2024-07-30,1989.27,GROUND
INV-33EVZ8Y,HOOLI SUPPLY,17-Jul-2024,12757.69,EXPRESS
INV-HBG6YQI,MASSIVE GROUP,"Mar 13, 2024",2172.64,GROUND
INV-41SX91K,MASSIVE GROUP,27-Mar-2025,21202.03,EXPRESS
INV-YL30X19, BLUE SUPPLY ,"Apr 01, 2024",4203.29,GROUND
INV-VMG3789, RED LOGISTICS ,2025-05-09,43088.01,FREIGHT
INV-DJDZ32T,UMBRELLA ENTERPRISES,2025-06-02,10665.7,EXPRESS
INV-US2ENPC,QUANTUM FREIGHT,03/16/2025,3740.14,GROUND
INV-2I8A7LA,HOOLI ENTERPRISES,08-Nov-2024,3915.27,GROUND
INV-R8AU44V, UMBRELLA PARTNERS ,2024/03/06,10404.73,2DAY
INV-VU3TYYG,APEX FREIGHT,2024-01-07,7657.35,EXPRESS
INV-0RDZ32S,TYRELL LLC,2024/08/06,10455.83,2DAY
INV-LXFWSNA,VERTEX PARTNERS,2025/11/07,4389.89,GROUND
INV-UPKGYTH,BLUE INDUSTRIES,2024-01-31,27106.12,FREIGHT
INV-8RUDOW0,MASSIVE PARTNERS,2024/03/29,48917.04,FREIGHT
INV-LYPQXMH,QUANTUM ENTERPRISES,"Aug 01, 2025",25226.23,FREIGHT
INV-S6TEDWD,WAYNE HOLDINGS,"Jan 26, 2025",1081.72,GROUND
